retention_code,food_group_code,retention_description,nutrient_code,nutrient_description,retention_percent,add_mod_date
0151,09,"FRUITS,FRESH(NOT CITRUS),BAKED",432,"Folate, food",60,09/1975
0151,09,"FRUITS,FRESH(NOT CITRUS),BAKED",421,"Choline, total",100,09/1975
0151,09,"FRUITS,FRESH(NOT CITRUS),BAKED",418,Vitamin B-12,100,09/1975
0151,09,"FRUITS,FRESH(NOT CITRUS),BAKED",318,"Vitamin A, IU",85,09/1975
0151,09,"FRUITS,FRESH(NOT CITRUS),BAKED",392,"Vitamin A, RE",85,09/1975
0151,09,"FRUITS,FRESH(NOT CITRUS),BAKED",221,"Alcohol, ethyl",100,09/1975
0151,09,"FRUITS,FRESH(NOT CITRUS),BAKED",321,"Carotene, beta",85,09/1975
0151,09,"FRUITS,FRESH(NOT CITRUS),BAKED",322,"Carotene, alpha",85,09/1975
0151,09,"FRUITS,FRESH(NOT CITRUS),BAKED",334,"Cryptoxanthin, beta",85,09/1975
0151,09,"FRUITS,FRESH(NOT CITRUS),BAKED",337,Lycopene,85,09/1975
0151,09,"FRUITS,FRESH(NOT CITRUS),BAKED",338,Lutein + zeaxanthin,85,09/1975
0152,09,"FRUITS,FRESH(NOT CITRUS),BROILED",301,"Calcium, Ca",95,09/1975
0152,09,"FRUITS,FRESH(NOT CITRUS),BROILED",303,"Iron, Fe",100,09/1975
0152,09,"FRUITS,FRESH(NOT CITRUS),BROILED",304,"Magnesium, Mg",100,09/1975
0152,09,"FRUITS,FRESH(NOT CITRUS),BROILED",305,"Phosphorus, P",100,09/1975
0152,09,"FRUITS,FRESH(NOT CITRUS),BROILED",306,"Potassium, K",90,09/1975
0152,09,"FRUITS,FRESH(NOT CITRUS),BROILED",307,"Sodium, Na",100,09/1975
0152,09,"FRUITS,FRESH(NOT CITRUS),BROILED",309,"Zinc, Zn",100,09/1975
0152,09,"FRUITS,FRESH(NOT CITRUS),BROILED",312,"Copper, Cu",90,09/1975
0152,09,"FRUITS,FRESH(NOT CITRUS),BROILED",401,"Vitamin C, total ascorbic acid",80,09/1975
0152,09,"FRUITS,FRESH(NOT CITRUS),BROILED",404,Thiamin,80,09/1975
0152,09,"FRUITS,FRESH(NOT CITRUS),BROILED",405,Riboflavin,95,09/1975
0152,09,"FRUITS,FRESH(NOT CITRUS),BROILED",406,Niacin,90,09/1975
0152,09,"FRUITS,FRESH(NOT CITRUS),BROILED",415,Vitamin B-6,95,09/1975
0152,09,"FRUITS,FRESH(NOT CITRUS),BROILED",417,"Folate, total",60,09/1975
0152,09,"FRUITS,FRESH(NOT CITRUS),BROILED",431,Folic acid,60,09/1975
0152,09,"FRUITS,FRESH(NOT CITRUS),BROILED",432,"Folate, food",60,09/1975
0152,09,"FRUITS,FRESH(NOT CITRUS),BROILED",421,"Choline, total",100,09/1975
0152,09,"FRUITS,FRESH(NOT CITRUS),BROILED",418,Vitamin B-12,100,09/1975
0152,09,"FRUITS,FRESH(NOT CITRUS),BROILED",318,"Vitamin A, IU",85,09/1975
0152,09,"FRUITS,FRESH(NOT CITRUS),BROILED",392,"Vitamin A, RE",85,09/1975
0152,09,"FRUITS,FRESH(NOT CITRUS),BROILED",221,"Alcohol, ethyl",100,09/1975
0152,09,"FRUITS,FRESH(NOT CITRUS),BROILED",321,"Carotene, beta",85,09/1975
0152,09,"FRUITS,FRESH(NOT CITRUS),BROILED",322,"Carotene, alpha",85,09/1975
0152,09,"FRUITS,FRESH(NOT CITRUS),BROILED",334,"Cryptoxanthin, beta",85,09/1975
0152,09,"FRUITS,FRESH(NOT CITRUS),BROILED",337,Lycopene,85,09/1975
0152,09,"FRUITS,FRESH(NOT CITRUS),BROILED",338,Lutein + zeaxanthin,85,09/1975
0157,09,"FRUITS,FRESH(NOT CITRUS),REHEATED",301,"Calcium, Ca",100,09/1975
0157,09,"FRUITS,FRESH(NOT CITRUS),REHEATED",303,"Iron, Fe",100,09/1975
0157,09,"FRUITS,FRESH(NOT CITRUS),REHEATED",304,"Magnesium, Mg",100,09/1975
0157,09,"FRUITS,FRESH(NOT CITRUS),REHEATED",305,"Phosphorus, P",100,09/1975
0157,09,"FRUITS,FRESH(NOT CITRUS),REHEATED",306,"Potassium, K",100,09/1975
0157,09,"FRUITS,FRESH(NOT CITRUS),REHEATED",307,"Sodium, Na",100,09/1975
0157,09,"FRUITS,FRESH(NOT CITRUS),REHEATED",309,"Zinc, Zn",100,09/1975
0157,09,"FRUITS,FRESH(NOT CITRUS),REHEATED",312,"Copper, Cu",100,09/1975
0157,09,"FRUITS,FRESH(NOT CITRUS),REHEATED",401,"Vitamin C, total ascorbic acid",95,09/1975
0157,09,"FRUITS,FRESH(NOT CITRUS),REHEATED",404,Thiamin,95,09/1975
0157,09,"FRUITS,FRESH(NOT CITRUS),REHEATED",405,Riboflavin,100,09/1975
0157,09,"FRUITS,FRESH(NOT CITRUS),REHEATED",406,Niacin,100,09/1975
0157,09,"FRUITS,FRESH(NOT CITRUS),REHEATED",415,Vitamin B-6,100,09/1975
0157,09,"FRUITS,FRESH(NOT CITRUS),REHEATED",417,"Folate, total",95,09/1975
0157,09,"FRUITS,FRESH(NOT CITRUS),REHEATED",431,Folic acid,95,09/1975
0157,09,"FRUITS,FRESH(NOT CITRUS),REHEATED",432,"Folate, food",95,09/1975
0157,09,"FRUITS,FRESH(NOT CITRUS),REHEATED",421,"Choline, total",100,09/1975
0157,09,"FRUITS,FRESH(NOT CITRUS),REHEATED",418,Vitamin B-12,100,09/1975
0157,09,"FRUITS,FRESH(NOT CITRUS),REHEATED",318,"Vitamin A, IU",95,09/1975
0157,09,"FRUITS,FRESH(NOT CITRUS),REHEATED",392,"Vitamin A, RE",95,09/1975
0157,09,"FRUITS,FRESH(NOT CITRUS),REHEATED",221,"Alcohol, ethyl",100,09/1975
0157,09,"FRUITS,FRESH(NOT CITRUS),REHEATED",321,"Carotene, beta",95,09/1975
0157,09,"FRUITS,FRESH(NOT CITRUS),REHEATED",322,"Carotene, alpha",95,09/1975
0157,09,"FRUITS,FRESH(NOT CITRUS),REHEATED",334,"Cryptoxanthin, beta",95,09/1975
0157,09,"FRUITS,FRESH(NOT CITRUS),REHEATED",337,Lycopene,95,09/1975
0157,09,"FRUITS,FRESH(NOT CITRUS),REHEATED",338,Lutein + zeaxanthin,95,09/1975
0153,09,"FRUITS,FRESH(NOT CITRUS),SAUTEED",301,"Calcium, Ca",95,09/1975
0153,09,"FRUITS,FRESH(NOT CITRUS),SAUTEED",303,"Iron, Fe",100,09/1975
0153,09,"FRUITS,FRESH(NOT CITRUS),SAUTEED",304,"Magnesium, Mg",100,09/1975
0153,09,"FRUITS,FRESH(NOT CITRUS),SAUTEED",305,"Phosphorus, P",100,09/1975
0153,09,"FRUITS,FRESH(NOT CITRUS),SAUTEED",306,"Potassium, K",90,09/1975
0153,09,"FRUITS,FRESH(NOT CITRUS),SAUTEED",307,"Sodium, Na",100,09/1975
0153,09,"FRUITS,FRESH(NOT CITRUS),SAUTEED",309,"Zinc, Zn",100,09/1975
0153,09,"FRUITS,FRESH(NOT CITRUS),SAUTEED",312,"Copper, Cu",90,09/1975
0153,09,"FRUITS,FRESH(NOT CITRUS),SAUTEED",401,"Vitamin C, total ascorbic acid",70,09/1975
0153,09,"FRUITS,FRESH(NOT CITRUS),SAUTEED",404,Thiamin,80,09/1975
0153,09,"FRUITS,FRESH(NOT CITRUS),SAUTEED",405,Riboflavin,90,09/1975
0153,09,"FRUITS,FRESH(NOT CITRUS),SAUTEED",406,Niacin,90,09/1975
0153,09,"FRUITS,FRESH(NOT CITRUS),SAUTEED",415,Vitamin B-6,90,09/1975
0153,09,"FRUITS,FRESH(NOT CITRUS),SAUTEED",417,"Folate, total",50,09/1975
0153,09,"FRUITS,FRESH(NOT CITRUS),SAUTEED",431,Folic acid,50,09/1975
0153,09,"FRUITS,FRESH(NOT CITRUS),SAUTEED",432,"Folate, food",50,09/1975
0153,09,"FRUITS,FRESH(NOT CITRUS),SAUTEED",421,"Choline, total",100,09/1975
0153,09,"FRUITS,FRESH(NOT CITRUS),SAUTEED",418,Vitamin B-12,100,09/1975
0153,09,"FRUITS,FRESH(NOT CITRUS),SAUTEED",318,"Vitamin A, IU",75,09/1975
0153,09,"FRUITS,FRESH(NOT CITRUS),SAUTEED",392,"Vitamin A, RE",75,09/1975
0153,09,"FRUITS,FRESH(NOT CITRUS),SAUTEED",221,"Alcohol, ethyl",100,09/1975
0153,09,"FRUITS,FRESH(NOT CITRUS),SAUTEED",321,"Carotene, beta",75,09/1975
0153,09,"FRUITS,FRESH(NOT CITRUS),SAUTEED",322,"Carotene, alpha",75,09/1975
0153,09,"FRUITS,FRESH(NOT CITRUS),SAUTEED",334,"Cryptoxanthin, beta",75,09/1975
0153,09,"FRUITS,FRESH(NOT CITRUS),SAUTEED",337,Lycopene,75,09/1975
0153,09,"FRUITS,FRESH(NOT CITRUS),SAUTEED",338,Lutein + zeaxanthin,75,09/1975
0155,09,"FRUITS,FRESH(NOT CITRUS),STEWED",301,"Calcium, Ca",95,09/1975
0155,09,"FRUITS,FRESH(NOT CITRUS),STEWED",303,"Iron, Fe",100,09/1975
0155,09,"FRUITS,FRESH(NOT CITRUS),STEWED",304,"Magnesium, Mg",100,09/1975
0155,09,"FRUITS,FRESH(NOT CITRUS),STEWED",305,"Phosphorus, P",100,09/1975
0155,09,"FRUITS,FRESH(NOT CITRUS),STEWED",306,"Potassium, K",90,09/1975
0155,09,"FRUITS,FRESH(NOT CITRUS),STEWED",307,"Sodium, Na",100,09/1975
0155,09,"FRUITS,FRESH(NOT CITRUS),STEWED",309,"Zinc, Zn",100,09/1975
0155,09,"FRUITS,FRESH(NOT CITRUS),STEWED",312,"Copper, Cu",90,09/1975
0155,09,"FRUITS,FRESH(NOT CITRUS),STEWED",401,"Vitamin C, total ascorbic acid",70,09/1975
0155,09,"FRUITS,FRESH(NOT CITRUS),STEWED",404,Thiamin,80,09/1975
0155,09,"FRUITS,FRESH(NOT CITRUS),STEWED",405,Riboflavin,90,09/1975
0155,09,"FRUITS,FRESH(NOT CITRUS),STEWED",406,Niacin,90,09/1975
0155,09,"FRUITS,FRESH(NOT CITRUS),STEWED",415,Vitamin B-6,90,09/1975
0155,09,"FRUITS,FRESH(NOT CITRUS),STEWED",417,"Folate, total",50,09/1975
0155,09,"FRUITS,FRESH(NOT CITRUS),STEWED",431,Folic acid,50,09/1975
0155,09,"FRUITS,FRESH(NOT CITRUS),STEWED",432,"Folate, food",50,09/1975
0155,09,"FRUITS,FRESH(NOT CITRUS),STEWED",421,"Choline, total",100,09/1975
0155,09,"FRUITS,FRESH(NOT CITRUS),STEWED",418,Vitamin B-12,100,09/1975
0155,09,"FRUITS,FRESH(NOT CITRUS),STEWED",318,"Vitamin A, IU",75,09/1975
0155,09,"FRUITS,FRESH(NOT CITRUS),STEWED",392,"Vitamin A, RE",75,09/1975
0155,09,"FRUITS,FRESH(NOT CITRUS),STEWED",221,"Alcohol, ethyl",100,09/1975
0155,09,"FRUITS,FRESH(NOT CITRUS),STEWED",321,"Carotene, beta",75,09/1975
0155,09,"FRUITS,FRESH(NOT CITRUS),STEWED",322,"Carotene, alpha",75,09/1975
0155,09,"FRUITS,FRESH(NOT CITRUS),STEWED",334,"Cryptoxanthin, beta",75,09/1975
0155,09,"FRUITS,FRESH(NOT CITRUS),STEWED",337,Lycopene,75,09/1975
0155,09,"FRUITS,FRESH(NOT CITRUS),STEWED",338,Lutein + zeaxanthin,75,09/1975
0156,09,"FRUITS,FROZEN",301,"Calcium, Ca",95,09/1975
0156,09,"FRUITS,FROZEN",303,"Iron, Fe",100,09/1975
0156,09,"FRUITS,FROZEN",304,"Magnesium, Mg",100,09/1975
0156,09,"FRUITS,FROZEN",305,"Phosphorus, P",100,09/1975
0156,09,"FRUITS,FROZEN",306,"Potassium, K",90,09/1975
0156,09,"FRUITS,FROZEN",307,"Sodium, Na",100,09/1975
0156,09,"FRUITS,FROZEN",309,"Zinc, Zn",100,09/1975
0156,09,"FRUITS,FROZEN",312,"Copper, Cu",90,09/1975
0156,09,"FRUITS,FROZEN",401,"Vitamin C, total ascorbic acid",70,09/1975
0156,09,"FRUITS,FROZEN",404,Thiamin,95,09/1975
0156,09,"FRUITS,FROZEN",405,Riboflavin,100,09/1975
0156,09,"FRUITS,FROZEN",406,Niacin,100,09/1975
0156,09,"FRUITS,FROZEN",415,Vitamin B-6,100,09/1975
0156,09,"FRUITS,FROZEN",417,"Folate, total",95,09/1975
0156,09,"FRUITS,FROZEN",431,Folic acid,95,09/1975
0156,09,"FRUITS,FROZEN",432,"Folate, food",95,09/1975
0156,09,"FRUITS,FROZEN",421,"Choline, total",100,09/1975
0156,09,"FRUITS,FROZEN",418,Vitamin B-12,100,09/1975
0156,09,"FRUITS,FROZEN",318,"Vitamin A, IU",95,09/1975
0156,09,"FRUITS,FROZEN",392,"Vitamin A, RE",95,09/1975
0156,09,"FRUITS,FROZEN",221,"Alcohol, ethyl",100,09/1975
0156,09,"FRUITS,FROZEN",321,"Carotene, beta",95,09/1975
0156,09,"FRUITS,FROZEN",322,"Carotene, alpha",95,09/1975
0156,09,"FRUITS,FROZEN",334,"Cryptoxanthin, beta",95,09/1975
0156,09,"FRUITS,FROZEN",337,Lycopene,95,09/1975
0156,09,"FRUITS,FROZEN",338,Lutein + zeaxanthin,95,09/1975
1456,10,"BACON,BROILED/FRIED",301,"Calcium, Ca",75,09/1975
1456,10,"BACON,BROILED/FRIED",303,"Iron, Fe",80,09/1975
1456,10,"BACON,BROILED/FRIED",304,"Magnesium, Mg",95,09/1975
1456,10,"BACON,BROILED/FRIED",305,"Phosphorus, P",90,09/1975
1456,10,"BACON,BROILED/FRIED",306,"Potassium, K",85,09/1975
1456,10,"BACON,BROILED/FRIED",307,"Sodium, Na",90,09/1975
1456,10,"BACON,BROILED/FRIED",309,"Zinc, Zn",100,09/1975
1456,10,"BACON,BROILED/FRIED",312,"Copper, Cu",95,09/1975
1456,10,"BACON,BROILED/FRIED",401,"Vitamin C, total ascorbic acid",80,09/1975
1456,10,"BACON,BROILED/FRIED",404,Thiamin,45,09/1975
1456,10,"BACON,BROILED/FRIED",405,Riboflavin,95,09/1975
1456,10,"BACON,BROILED/FRIED",406,Niacin,90,09/1975
1456,10,"BACON,BROILED/FRIED",415,Vitamin B-6,80,09/1975
1456,10,"BACON,BROILED/FRIED",417,"Folate, total",80,09/1975
1456,10,"BACON,BROILED/FRIED",431,Folic acid,80,09/1975
1456,10,"BACON,BROILED/FRIED",432,"Folate, food",80,09/1975
1456,10,"BACON,BROILED/FRIED",421,"Choline, total",80,09/1975
1456,10,"BACON,BROILED/FRIED",418,Vitamin B-12,90,09/1975
1456,10,"BACON,BROILED/FRIED",318,"Vitamin A, IU",65,09/1975
1456,10,"BACON,BROILED/FRIED",392,"Vitamin A, RE",65,09/1975
1456,10,"BACON,BROILED/FRIED",221,"Alcohol, ethyl",100,09/1975
1456,10,"BACON,BROILED/FRIED",321,"Carotene, beta",65,09/1975
1456,10,"BACON,BROILED/FRIED",322,"Carotene, alpha",65,09/1975
1456,10,"BACON,BROILED/FRIED",334,"Cryptoxanthin, beta",65,09/1975
1456,10,"BACON,BROILED/FRIED",337,Lycopene,65,09/1975
1456,10,"BACON,BROILED/FRIED",338,Lutein + zeaxanthin,65,09/1975
1522,10,"HAM/PICNIC,CURED,SIMMERED,W/DRIP",301,"Calcium, Ca",100,09/1975
1522,10,"HAM/PICNIC,CURED,SIMMERED,W/DRIP",303,"Iron, Fe",100,09/1975
1522,10,"HAM/PICNIC,CURED,SIMMERED,W/DRIP",304,"Magnesium, Mg",100,09/1975
1522,10,"HAM/PICNIC,CURED,SIMMERED,W/DRIP",305,"Phosphorus, P",100,09/1975
1522,10,"HAM/PICNIC,CURED,SIMMERED,W/DRIP",306,"Potassium, K",100,09/1975
1522,10,"HAM/PICNIC,CURED,SIMMERED,W/DRIP",307,"Sodium, Na",100,09/1975
1522,10,"HAM/PICNIC,CURED,SIMMERED,W/DRIP",309,"Zinc, Zn",100,09/1975
1522,10,"HAM/PICNIC,CURED,SIMMERED,W/DRIP",312,"Copper, Cu",100,09/1975
1522,10,"HAM/PICNIC,CURED,SIMMERED,W/DRIP",401,"Vitamin C, total ascorbic acid",80,09/1975
1522,10,"HAM/PICNIC,CURED,SIMMERED,W/DRIP",404,Thiamin,55,09/1975
1522,10,"HAM/PICNIC,CURED,SIMMERED,W/DRIP",405,Riboflavin,90,09/1975
1522,10,"HAM/PICNIC,CURED,SIMMERED,W/DRIP",406,Niacin,95,09/1975
1522,10,"HAM/PICNIC,CURED,SIMMERED,W/DRIP",415,Vitamin B-6,65,09/1975
1522,10,"HAM/PICNIC,CURED,SIMMERED,W/DRIP",417,"Folate, total",70,09/1975
1522,10,"HAM/PICNIC,CURED,SIMMERED,W/DRIP",431,Folic acid,70,09/1975
1522,10,"HAM/PICNIC,CURED,SIMMERED,W/DRIP",432,"Folate, food",70,09/1975
1522,10,"HAM/PICNIC,CURED,SIMMERED,W/DRIP",421,"Choline, total",100,09/1975
1522,10,"HAM/PICNIC,CURED,SIMMERED,W/DRIP",418,Vitamin B-12,75,09/1975
1522,10,"HAM/PICNIC,CURED,SIMMERED,W/DRIP",318,"Vitamin A, IU",80,09/1975
1522,10,"HAM/PICNIC,CURED,SIMMERED,W/DRIP",392,"Vitamin A, RE",80,09/1975
1522,10,"HAM/PICNIC,CURED,SIMMERED,W/DRIP",221,"Alcohol, ethyl",100,09/1975
1522,10,"HAM/PICNIC,CURED,SIMMERED,W/DRIP",321,"Carotene, beta",80,09/1975
1522,10,"HAM/PICNIC,CURED,SIMMERED,W/DRIP",322,"Carotene, alpha",80,09/1975
1522,10,"HAM/PICNIC,CURED,SIMMERED,W/DRIP",334,"Cryptoxanthin, beta",80,09/1975
1522,10,"HAM/PICNIC,CURED,SIMMERED,W/DRIP",337,Lycopene,80,09/1975
1522,10,"HAM/PICNIC,CURED,SIMMERED,W/DRIP",338,Lutein + zeaxanthin,80,09/1975
1521,10,"HAM/PICNIC,CURED,SIMMERED,WO/DRIP",301,"Calcium, Ca",80,09/1975
1521,10,"HAM/PICNIC,CURED,SIMMERED,WO/DRIP",303,"Iron, Fe",100,09/1975
1521,10,"HAM/PICNIC,CURED,SIMMERED,WO/DRIP",304,"Magnesium, Mg",65,09/1975
1521,10,"HAM/PICNIC,CURED,SIMMERED,WO/DRIP",305,"Phosphorus, P",65,09/1975
1521,10,"HAM/PICNIC,CURED,SIMMERED,WO/DRIP",306,"Potassium, K",75,09/1975
1521,10,"HAM/PICNIC,CURED,SIMMERED,WO/DRIP",307,"Sodium, Na",70,09/1975
1521,10,"HAM/PICNIC,CURED,SIMMERED,WO/DRIP",309,"Zinc, Zn",100,09/1975
1521,10,"HAM/PICNIC,CURED,SIMMERED,WO/DRIP",312,"Copper, Cu",100,09/1975
1521,10,"HAM/PICNIC,CURED,SIMMERED,WO/DRIP",401,"Vitamin C, total ascorbic acid",75,09/1975
1521,10,"HAM/PICNIC,CURED,SIMMERED,WO/DRIP",404,Thiamin,40,09/1975
1521,10,"HAM/PICNIC,CURED,SIMMERED,WO/DRIP",405,Riboflavin,75,09/1975
1521,10,"HAM/PICNIC,CURED,SIMMERED,WO/DRIP",406,Niacin,80,09/1975
1521,10,"HAM/PICNIC,CURED,SIMMERED,WO/DRIP",415,Vitamin B-6,50,09/1975
1521,10,"HAM/PICNIC,CURED,SIMMERED,WO/DRIP",417,"Folate, total",65,09/1975
1521,10,"HAM/PICNIC,CURED,SIMMERED,WO/DRIP",431,Folic acid,65,09/1975
1521,10,"HAM/PICNIC,CURED,SIMMERED,WO/DRIP",432,"Folate, food",65,09/1975
1521,10,"HAM/PICNIC,CURED,SIMMERED,WO/DRIP",421,"Choline, total",100,09/1975
1521,10,"HAM/PICNIC,CURED,SIMMERED,WO/DRIP",418,Vitamin B-12,60,09/1975
1521,10,"HAM/PICNIC,CURED,SIMMERED,WO/DRIP",318,"Vitamin A, IU",75,09/1975
1521,10,"HAM/PICNIC,CURED,SIMMERED,WO/DRIP",392,"Vitamin A, RE",75,09/1975
1521,10,"HAM/PICNIC,CURED,SIMMERED,WO/DRIP",221,"Alcohol, ethyl",100,09/1975
1521,10,"HAM/PICNIC,CURED,SIMMERED,WO/DRIP",321,"Carotene, beta",75,09/1975
1521,10,"HAM/PICNIC,CURED,SIMMERED,WO/DRIP",322,"Carotene, alpha",75,09/1975
1521,10,"HAM/PICNIC,CURED,SIMMERED,WO/DRIP",334,"Cryptoxanthin, beta",75,09/1975
1521,10,"HAM/PICNIC,CURED,SIMMERED,WO/DRIP",337,Lycopene,75,09/1975
1521,10,"HAM/PICNIC,CURED,SIMMERED,WO/DRIP",338,Lutein + zeaxanthin,75,09/1975
1451,10,"PORK,CURED,BROILED",301,"Calcium, Ca",75,09/1975
1451,10,"PORK,CURED,BROILED",303,"Iron, Fe",80,09/1975
1451,10,"PORK,CURED,BROILED",304,"Magnesium, Mg",95,09/1975
1451,10,"PORK,CURED,BROILED",305,"Phosphorus, P",90,09/1975
1451,10,"PORK,CURED,BROILED",306,"Potassium, K",85,09/1975
1451,10,"PORK,CURED,BROILED",307,"Sodium, Na",90,09/1975
1451,10,"PORK,CURED,BROILED",309,"Zinc, Zn",100,09/1975
1451,10,"PORK,CURED,BROILED",312,"Copper, Cu",95,09/1975
1451,10,"PORK,CURED,BROILED",401,"Vitamin C, total ascorbic acid",80,09/1975
1451,10,"PORK,CURED,BROILED",404,Thiamin,70,09/1975
1451,10,"PORK,CURED,BROILED",405,Riboflavin,100,09/1975
1451,10,"PORK,CURED,BROILED",406,Niacin,80,09/1975
1451,10,"PORK,CURED,BROILED",415,Vitamin B-6,65,09/1975
1451,10,"PORK,CURED,BROILED",417,"Folate, total",85,09/1975
1451,10,"PORK,CURED,BROILED",431,Folic acid,85,09/1975
1451,10,"PORK,CURED,BROILED",432,"Folate, food",85,09/1975
1451,10,"PORK,CURED,BROILED",421,"Choline, total",100,09/1975
1451,10,"PORK,CURED,BROILED",418,Vitamin B-12,90,09/1975
1451,10,"PORK,CURED,BROILED",318,"Vitamin A, IU",75,09/1975
1451,10,"PORK,CURED,BROILED",392,"Vitamin A, RE",75,09/1975
1451,10,"PORK,CURED,BROILED",221,"Alcohol, ethyl",100,09/1975
1451,10,"PORK,CURED,BROILED",321,"Carotene, beta",75,09/1975
1451,10,"PORK,CURED,BROILED",322,"Carotene, alpha",75,09/1975
1451,10,"PORK,CURED,BROILED",334,"Cryptoxanthin, beta",75,09/1975
1451,10,"PORK,CURED,BROILED",337,Lycopene,75,09/1975
1451,10,"PORK,CURED,BROILED",338,Lutein + zeaxanthin,75,09/1975
1603,10,"PORK,CURED,GROUND,BRWN,SIMR,W/DRIP",301,"Calcium, Ca",100,09/1975
1603,10,"PORK,CURED,GROUND,BRWN,SIMR,W/DRIP",303,"Iron, Fe",100,09/1975
1603,10,"PORK,CURED,GROUND,BRWN,SIMR,W/DRIP",304,"Magnesium, Mg",100,09/1975
1603,10,"PORK,CURED,GROUND,BRWN,SIMR,W/DRIP",305,"Phosphorus, P",100,09/1975
1603,10,"PORK,CURED,GROUND,BRWN,SIMR,W/DRIP",306,"Potassium, K",100,09/1975
1603,10,"PORK,CURED,GROUND,BRWN,SIMR,W/DRIP",307,"Sodium, Na",100,09/1975
1603,10,"PORK,CURED,GROUND,BRWN,SIMR,W/DRIP",309,"Zinc, Zn",100,09/1975
1603,10,"PORK,CURED,GROUND,BRWN,SIMR,W/DRIP",312,"Copper, Cu",100,09/1975
1603,10,"PORK,CURED,GROUND,BRWN,SIMR,W/DRIP",401,"Vitamin C, total ascorbic acid",80,09/1975
1603,10,"PORK,CURED,GROUND,BRWN,SIMR,W/DRIP",404,Thiamin,55,09/1975
1603,10,"PORK,CURED,GROUND,BRWN,SIMR,W/DRIP",405,Riboflavin,90,09/1975
1603,10,"PORK,CURED,GROUND,BRWN,SIMR,W/DRIP",406,Niacin,95,09/1975
1603,10,"PORK,CURED,GROUND,BRWN,SIMR,W/DRIP",415,Vitamin B-6,65,09/1975
1603,10,"PORK,CURED,GROUND,BRWN,SIMR,W/DRIP",417,"Folate, total",70,09/1975
1603,10,"PORK,CURED,GROUND,BRWN,SIMR,W/DRIP",431,Folic acid,70,09/1975
1603,10,"PORK,CURED,GROUND,BRWN,SIMR,W/DRIP",432,"Folate, food",70,09/1975
1603,10,"PORK,CURED,GROUND,BRWN,SIMR,W/DRIP",421,"Choline, total",90,09/1975
1603,10,"PORK,CURED,GROUND,BRWN,SIMR,W/DRIP",418,Vitamin B-12,75,09/1975
1603,10,"PORK,CURED,GROUND,BRWN,SIMR,W/DRIP",318,"Vitamin A, IU",80,09/1975
1603,10,"PORK,CURED,GROUND,BRWN,SIMR,W/DRIP",392,"Vitamin A, RE",80,09/1975
1603,10,"PORK,CURED,GROUND,BRWN,SIMR,W/DRIP",221,"Alcohol, ethyl",100,09/1975
1603,10,"PORK,CURED,GROUND,BRWN,SIMR,W/DRIP",321,"Carotene, beta",80,09/1975
1603,10,"PORK,CURED,GROUND,BRWN,SIMR,W/DRIP",322,"Carotene, alpha",80,09/1975
1603,10,"PORK,CURED,GROUND,BRWN,SIMR,W/DRIP",334,"Cryptoxanthin, beta",80,09/1975
1603,10,"PORK,CURED,GROUND,BRWN,SIMR,W/DRIP",337,Lycopene,80,09/1975
1603,10,"PORK,CURED,GROUND,BRWN,SIMR,W/DRIP",338,Lutein + zeaxanthin,80,09/1975
1602,10,"PORK,CURED,GROUND,BRWN,SIMR,WO/DRIP",301,"Calcium, Ca",80,09/1975
1602,10,"PORK,CURED,GROUND,BRWN,SIMR,WO/DRIP",303,"Iron, Fe",100,09/1975
1602,10,"PORK,CURED,GROUND,BRWN,SIMR,WO/DRIP",304,"Magnesium, Mg",65,09/1975
1602,10,"PORK,CURED,GROUND,BRWN,SIMR,WO/DRIP",305,"Phosphorus, P",65,09/1975
1602,10,"PORK,CURED,GROUND,BRWN,SIMR,WO/DRIP",306,"Potassium, K",75,09/1975
1602,10,"PORK,CURED,GROUND,BRWN,SIMR,WO/DRIP",307,"Sodium, Na",70,09/1975
1602,10,"PORK,CURED,GROUND,BRWN,SIMR,WO/DRIP",309,"Zinc, Zn",100,09/1975
1602,10,"PORK,CURED,GROUND,BRWN,SIMR,WO/DRIP",312,"Copper, Cu",100,09/1975
1602,10,"PORK,CURED,GROUND,BRWN,SIMR,WO/DRIP",401,"Vitamin C, total ascorbic acid",75,09/1975
1602,10,"PORK,CURED,GROUND,BRWN,SIMR,WO/DRIP",404,Thiamin,40,09/1975
1602,10,"PORK,CURED,GROUND,BRWN,SIMR,WO/DRIP",405,Riboflavin,75,09/1975
1602,10,"PORK,CURED,GROUND,BRWN,SIMR,WO/DRIP",406,Niacin,80,09/1975
1602,10,"PORK,CURED,GROUND,BRWN,SIMR,WO/DRIP",415,Vitamin B-6,50,09/1975
1602,10,"PORK,CURED,GROUND,BRWN,SIMR,WO/DRIP",417,"Folate, total",65,09/1975
1602,10,"PORK,CURED,GROUND,BRWN,SIMR,WO/DRIP",431,Folic acid,65,09/1975
1602,10,"PORK,CURED,GROUND,BRWN,SIMR,WO/DRIP",432,"Folate, food",65,09/1975
1602,10,"PORK,CURED,GROUND,BRWN,SIMR,WO/DRIP",421,"Choline, total",90,09/1975
1602,10,"PORK,CURED,GROUND,BRWN,SIMR,WO/DRIP",418,Vitamin B-12,60,09/1975
1602,10,"PORK,CURED,GROUND,BRWN,SIMR,WO/DRIP",318,"Vitamin A, IU",75,09/1975
1602,10,"PORK,CURED,GROUND,BRWN,SIMR,WO/DRIP",392,"Vitamin A, RE",75,09/1975
