food_slug,fdc_id,fdc_dataset,fdc_description,nutrient,amount_per_100g,unit,fdc_nutrient_nbr,derivation
tomato-raw,1750354,foundation,"Tomato, roma",vitamin-a,23.9,ug,320,RAE
tomato-raw,1750354,foundation,"Tomato, roma",vitamin-b1,0.05575,mg,404,
tomato-raw,1750354,foundation,"Tomato, roma",vitamin-b2,0.0,mg,405,
tomato-raw,1750354,foundation,"Tomato, roma",vitamin-b3,0.5331,mg,406,
tomato-raw,1750354,foundation,"Tomato, roma",vitamin-b6,0.07894,mg,415,
tomato-raw,1750354,foundation,"Tomato, roma",vitamin-b9,9.994,ug,435;417,"Folate DFE preferred, else folate total"
tomato-raw,1750354,foundation,"Tomato, roma",vitamin-c,17.75,mg,401,
tomato-raw,1750354,foundation,"Tomato, roma",zinc,0.08245,mg,309,
turkey-ground-raw,2514747,foundation,"Turkey, ground, 93% lean/ 7% fat, raw",calcium,23.63,mg,301,
turkey-ground-raw,2514747,foundation,"Turkey, ground, 93% lean/ 7% fat, raw",calories,152.615,kcal,208;957;958,"Energy: measured 208 preferred, else Atwater General 957, else Atwater Specific 958"
turkey-ground-raw,2514747,foundation,"Turkey, ground, 93% lean/ 7% fat, raw",carbohydrate,0.0,g,205,
turkey-ground-raw,2514747,foundation,"Turkey, ground, 93% lean/ 7% fat, raw",copper,76.24,ug,312,FDC mg -> module ug (x1000)
turkey-ground-raw,2514747,foundation,"Turkey, ground, 93% lean/ 7% fat, raw",healthy-fat,9.591,g,204,FDC total lipid (fat); module names it healthy-fat
turkey-ground-raw,2514747,foundation,"Turkey, ground, 93% lean/ 7% fat, raw",iron,1.087,mg,303,
turkey-ground-raw,2514747,foundation,"Turkey, ground, 93% lean/ 7% fat, raw",magnesium,17.3,mg,304,
turkey-ground-raw,2514747,foundation,"Turkey, ground, 93% lean/ 7% fat, raw",manganese,0.01581,mg,315,
turkey-ground-raw,2514747,foundation,"Turkey, ground, 93% lean/ 7% fat, raw",potassium,246.3,mg,306,
turkey-ground-raw,2514747,foundation,"Turkey, ground, 93% lean/ 7% fat, raw",protein,17.34375,g,203,
turkey-ground-raw,2514747,foundation,"Turkey, ground, 93% lean/ 7% fat, raw",sodium,80.18,mg,307,
turkey-ground-raw,2514747,foundation,"Turkey, ground, 93% lean/ 7% fat, raw",zinc,2.95,mg,309,
walnuts-raw,170187,sr_legacy,"Nuts, walnuts, english",calcium,98.0,mg,301,
walnuts-raw,170187,sr_legacy,"Nuts, walnuts, english",calories,654.0,kcal,208;957;958,"Energy: measured 208 preferred, else Atwater General 957, else Atwater Specific 958"
walnuts-raw,170187,sr_legacy,"Nuts, walnuts, english",carbohydrate,13.71,g,205,
walnuts-raw,170187,sr_legacy,"Nuts, walnuts, english",copper,1586.0,ug,312,FDC mg -> module ug (x1000)
walnuts-raw,170187,sr_legacy,"Nuts, walnuts, english",healthy-fat,65.21,g,204,FDC total lipid (fat); module names it healthy-fat
walnuts-raw,170187,sr_legacy,"Nuts, walnuts, english",iron,2.91,mg,303,
walnuts-raw,170187,sr_legacy,"Nuts, walnuts, english",magnesium,158.0,mg,304,
walnuts-raw,170187,sr_legacy,"Nuts, walnuts, english",manganese,3.414,mg,315,
walnuts-raw,170187,sr_legacy,"Nuts, walnuts, english",omega-3,0.0,g,851+629+621+631,derived: ALA+EPA+DHA+DPA sum
walnuts-raw,170187,sr_legacy,"Nuts, walnuts, english",potassium,441.0,mg,306,
walnuts-raw,170187,sr_legacy,"Nuts, walnuts, english",protein,15.23,g,203,
walnuts-raw,170187,sr_legacy,"Nuts, walnuts, english",selenium,4.9,ug,317,
walnuts-raw,170187,sr_legacy,"Nuts, walnuts, english",sodium,2.0,mg,307,
walnuts-raw,170187,sr_legacy,"Nuts, walnuts, english",sugars-total,2.61,g,269,
walnuts-raw,170187,sr_legacy,"Nuts, walnuts, english",vitamin-a,1.0,ug,320,RAE
walnuts-raw,170187,sr_legacy,"Nuts, walnuts, english",vitamin-b1,0.341,mg,404,
walnuts-raw,170187,sr_legacy,"Nuts, walnuts, english",vitamin-b12,0.0,ug,418,
walnuts-raw,170187,sr_legacy,"Nuts, walnuts, english",vitamin-b2,0.15,mg,405,
walnuts-raw,170187,sr_legacy,"Nuts, walnuts, english",vitamin-b3,1.125,mg,406,
walnuts-raw,170187,sr_legacy,"Nuts, walnuts, english",vitamin-b5,0.57,mg,410,
walnuts-raw,170187,sr_legacy,"Nuts, walnuts, english",vitamin-b6,0.537,mg,415,
walnuts-raw,170187,sr_legacy,"Nuts, walnuts, english",vitamin-b9,98.0,ug,435;417,"Folate DFE preferred, else folate total"
walnuts-raw,170187,sr_legacy,"Nuts, walnuts, english",vitamin-c,1.3,mg,401,
walnuts-raw,170187,sr_legacy,"Nuts, walnuts, english",vitamin-d,0.0,ug,328,D2+D3
walnuts-raw,170187,sr_legacy,"Nuts, walnuts, english",vitamin-e,0.7,mg,323,alpha-tocopherol
walnuts-raw,170187,sr_legacy,"Nuts, walnuts, english",vitamin-k,2.7,ug,430,phylloquinone
walnuts-raw,170187,sr_legacy,"Nuts, walnuts, english",zinc,3.09,mg,309,
yogurt-plain-whole,2259793,foundation,"Yogurt, plain, whole milk",calcium,126.8,mg,301,
yogurt-plain-whole,2259793,foundation,"Yogurt, plain, whole milk",calories,77.9524,kcal,208;957;958,"Energy: measured 208 preferred, else Atwater General 957, else Atwater Specific 958"
yogurt-plain-whole,2259793,foundation,"Yogurt, plain, whole milk",carbohydrate,5.574928,g,205,
yogurt-plain-whole,2259793,foundation,"Yogurt, plain, whole milk",copper,3.175,ug,312,FDC mg -> module ug (x1000)
yogurt-plain-whole,2259793,foundation,"Yogurt, plain, whole milk",healthy-fat,4.484,g,204,FDC total lipid (fat); module names it healthy-fat
yogurt-plain-whole,2259793,foundation,"Yogurt, plain, whole milk",iodine,32.33,ug,314,
yogurt-plain-whole,2259793,foundation,"Yogurt, plain, whole milk",iron,0.0,mg,303,
yogurt-plain-whole,2259793,foundation,"Yogurt, plain, whole milk",magnesium,11.45,mg,304,
yogurt-plain-whole,2259793,foundation,"Yogurt, plain, whole milk",manganese,0.001539,mg,315,
yogurt-plain-whole,2259793,foundation,"Yogurt, plain, whole milk",potassium,164.1,mg,306,
yogurt-plain-whole,2259793,foundation,"Yogurt, plain, whole milk",protein,3.824172,g,203,
yogurt-plain-whole,2259793,foundation,"Yogurt, plain, whole milk",sodium,41.78,mg,307,
yogurt-plain-whole,2259793,foundation,"Yogurt, plain, whole milk",sugars-total,4.0936,g,269.3,"FDC 'Sugars, Total' nbr 269.3 (id 1063) — the Foundation entry's total-sugars row; nbr 269 absent for this entry"
yogurt-plain-whole,2259793,foundation,"Yogurt, plain, whole milk",vitamin-b1,0.05519,mg,404,
yogurt-plain-whole,2259793,foundation,"Yogurt, plain, whole milk",vitamin-b2,0.2431,mg,405,
yogurt-plain-whole,2259793,foundation,"Yogurt, plain, whole milk",vitamin-b3,0.135,mg,406,
yogurt-plain-whole,2259793,foundation,"Yogurt, plain, whole milk",vitamin-b6,0.04506,mg,415,
yogurt-plain-whole,2259793,foundation,"Yogurt, plain, whole milk",vitamin-b7,0.0,ug,416,
yogurt-plain-whole,2259793,foundation,"Yogurt, plain, whole milk",vitamin-d,0.778,ug,328,D2+D3
yogurt-plain-whole,2259793,foundation,"Yogurt, plain, whole milk",vitamin-k,0.2,ug,430,phylloquinone
yogurt-plain-whole,2259793,foundation,"Yogurt, plain, whole milk",zinc,0.4283,mg,309,
