food_slug,fdc_id,fdc_dataset,fdc_description,nutrient,amount_per_100g,unit,fdc_nutrient_nbr,derivation
cheese-cheddar,328637,foundation,"Cheese, cheddar",carbohydrate,2.44,g,205,
cheese-cheddar,328637,foundation,"Cheese, cheddar",copper,33.0,ug,312,FDC mg -> module ug (x1000)
cheese-cheddar,328637,foundation,"Cheese, cheddar",healthy-fat,34.0,g,204,FDC total lipid (fat); module names it healthy-fat
cheese-cheddar,328637,foundation,"Cheese, cheddar",iron,0.16,mg,303,
cheese-cheddar,328637,foundation,"Cheese, cheddar",magnesium,26.8,mg,304,
cheese-cheddar,328637,foundation,"Cheese, cheddar",manganese,0.026,mg,315,
cheese-cheddar,328637,foundation,"Cheese, cheddar",omega-3,0.145,g,851+629+621+631,derived: ALA+EPA+DHA+DPA sum
cheese-cheddar,328637,foundation,"Cheese, cheddar",potassium,77.0,mg,306,
cheese-cheddar,328637,foundation,"Cheese, cheddar",protein,23.3,g,203,
cheese-cheddar,328637,foundation,"Cheese, cheddar",selenium,28.3,ug,317,
cheese-cheddar,328637,foundation,"Cheese, cheddar",sodium,654.0,mg,307,
cheese-cheddar,328637,foundation,"Cheese, cheddar",sugars-total,0.33,g,269.3,"FDC 'Sugars, Total' nbr 269.3 (id 1063) — the Foundation entry's total-sugars row; nbr 269 absent for this entry"
cheese-cheddar,328637,foundation,"Cheese, cheddar",vitamin-a,316.0,ug,320,RAE
cheese-cheddar,328637,foundation,"Cheese, cheddar",vitamin-b1,0.029,mg,404,
cheese-cheddar,328637,foundation,"Cheese, cheddar",vitamin-b12,1.06,ug,418,
cheese-cheddar,328637,foundation,"Cheese, cheddar",vitamin-b2,0.441,mg,405,
cheese-cheddar,328637,foundation,"Cheese, cheddar",vitamin-b3,0.052,mg,406,
cheese-cheddar,328637,foundation,"Cheese, cheddar",vitamin-b5,0.413,mg,410,
cheese-cheddar,328637,foundation,"Cheese, cheddar",vitamin-b6,0.069,mg,415,
cheese-cheddar,328637,foundation,"Cheese, cheddar",vitamin-b9,21.0,ug,435;417,"Folate DFE preferred, else folate total"
cheese-cheddar,328637,foundation,"Cheese, cheddar",vitamin-e,0.75,mg,323,alpha-tocopherol
cheese-cheddar,328637,foundation,"Cheese, cheddar",vitamin-k,2.4,ug,430,phylloquinone
cheese-cheddar,328637,foundation,"Cheese, cheddar",zinc,3.67,mg,309,
chicken-breast-raw,171077,sr_legacy,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",calcium,5.0,mg,301,
chicken-breast-raw,171077,sr_legacy,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",calories,120.0,kcal,208;957;958,"Energy: measured 208 preferred, else Atwater General 957, else Atwater Specific 958"
chicken-breast-raw,171077,sr_legacy,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",carbohydrate,0.0,g,205,
chicken-breast-raw,171077,sr_legacy,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",copper,37.0,ug,312,FDC mg -> module ug (x1000)
chicken-breast-raw,171077,sr_legacy,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",healthy-fat,2.62,g,204,FDC total lipid (fat); module names it healthy-fat
chicken-breast-raw,171077,sr_legacy,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",iron,0.37,mg,303,
chicken-breast-raw,171077,sr_legacy,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",magnesium,28.0,mg,304,
chicken-breast-raw,171077,sr_legacy,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",manganese,0.011,mg,315,
chicken-breast-raw,171077,sr_legacy,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",omega-3,0.026,g,851+629+621+631,derived: ALA+EPA+DHA+DPA sum
chicken-breast-raw,171077,sr_legacy,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",potassium,334.0,mg,306,
chicken-breast-raw,171077,sr_legacy,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",protein,22.5,g,203,
chicken-breast-raw,171077,sr_legacy,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",selenium,22.8,ug,317,
chicken-breast-raw,171077,sr_legacy,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",sodium,45.0,mg,307,
chicken-breast-raw,171077,sr_legacy,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",sugars-total,0.0,g,269,
chicken-breast-raw,171077,sr_legacy,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",vitamin-a,9.0,ug,320,RAE
chicken-breast-raw,171077,sr_legacy,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",vitamin-b1,0.094,mg,404,
chicken-breast-raw,171077,sr_legacy,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",vitamin-b12,0.21,ug,418,
chicken-breast-raw,171077,sr_legacy,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",vitamin-b2,0.177,mg,405,
chicken-breast-raw,171077,sr_legacy,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",vitamin-b3,9.6,mg,406,
chicken-breast-raw,171077,sr_legacy,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",vitamin-b5,1.495,mg,410,
chicken-breast-raw,171077,sr_legacy,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",vitamin-b6,0.811,mg,415,
chicken-breast-raw,171077,sr_legacy,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",vitamin-b9,9.0,ug,435;417,"Folate DFE preferred, else folate total"
chicken-breast-raw,171077,sr_legacy,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",vitamin-c,0.0,mg,401,
chicken-breast-raw,171077,sr_legacy,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",vitamin-d,0.0,ug,328,D2+D3
chicken-breast-raw,171077,sr_legacy,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",vitamin-e,0.56,mg,323,alpha-tocopherol
chicken-breast-raw,171077,sr_legacy,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",vitamin-k,0.0,ug,430,phylloquinone
chicken-breast-raw,171077,sr_legacy,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",zinc,0.68,mg,309,
chickpeas-dry,2644282,foundation,"Chickpeas, (garbanzo beans, bengal gram), dry",calcium,111.1,mg,301,
chickpeas-dry,2644282,foundation,"Chickpeas, (garbanzo beans, bengal gram), dry",calories,382.998,kcal,208;957;958,"Energy: measured 208 preferred, else Atwater General 957, else Atwater Specific 958"
chickpeas-dry,2644282,foundation,"Chickpeas, (garbanzo beans, bengal gram), dry",carbohydrate,60.358,g,205,
chickpeas-dry,2644282,foundation,"Chickpeas, (garbanzo beans, bengal gram), dry",copper,804.1,ug,312,FDC mg -> module ug (x1000)
chickpeas-dry,2644282,foundation,"Chickpeas, (garbanzo beans, bengal gram), dry",healthy-fat,6.274,g,204,FDC total lipid (fat); module names it healthy-fat
chickpeas-dry,2644282,foundation,"Chickpeas, (garbanzo beans, bengal gram), dry",iron,5.094,mg,303,
chickpeas-dry,2644282,foundation,"Chickpeas, (garbanzo beans, bengal gram), dry",magnesium,134.8,mg,304,
chickpeas-dry,2644282,foundation,"Chickpeas, (garbanzo beans, bengal gram), dry",manganese,3.581,mg,315,
chickpeas-dry,2644282,foundation,"Chickpeas, (garbanzo beans, bengal gram), dry",potassium,1074.0,mg,306,
chickpeas-dry,2644282,foundation,"Chickpeas, (garbanzo beans, bengal gram), dry",protein,21.275,g,203,
chickpeas-dry,2644282,foundation,"Chickpeas, (garbanzo beans, bengal gram), dry",sodium,8.779,mg,307,
chickpeas-dry,2644282,foundation,"Chickpeas, (garbanzo beans, bengal gram), dry",zinc,3.124,mg,309,
cod-raw,2684444,foundation,"Fish, cod, Atlantic, wild caught, raw",calcium,6.59,mg,301,
cod-raw,2684444,foundation,"Fish, cod, Atlantic, wild caught, raw",calories,65.9855,kcal,208;957;958,"Energy: measured 208 preferred, else Atwater General 957, else Atwater Specific 958"
cod-raw,2684444,foundation,"Fish, cod, Atlantic, wild caught, raw",carbohydrate,0.0,g,205,
cod-raw,2684444,foundation,"Fish, cod, Atlantic, wild caught, raw",copper,3.963,ug,312,FDC mg -> module ug (x1000)
cod-raw,2684444,foundation,"Fish, cod, Atlantic, wild caught, raw",healthy-fat,0.6675,g,204,FDC total lipid (fat); module names it healthy-fat
cod-raw,2684444,foundation,"Fish, cod, Atlantic, wild caught, raw",iodine,113.7,ug,314,
cod-raw,2684444,foundation,"Fish, cod, Atlantic, wild caught, raw",iron,0.065,mg,303,
cod-raw,2684444,foundation,"Fish, cod, Atlantic, wild caught, raw",magnesium,17.98,mg,304,
cod-raw,2684444,foundation,"Fish, cod, Atlantic, wild caught, raw",manganese,0.0,mg,315,
cod-raw,2684444,foundation,"Fish, cod, Atlantic, wild caught, raw",omega-3,0.075,g,851+629+621+631,derived: ALA+EPA+DHA+DPA sum
cod-raw,2684444,foundation,"Fish, cod, Atlantic, wild caught, raw",potassium,245.1,mg,306,
cod-raw,2684444,foundation,"Fish, cod, Atlantic, wild caught, raw",protein,16.06875,g,203,
cod-raw,2684444,foundation,"Fish, cod, Atlantic, wild caught, raw",selenium,22.79,ug,317,
cod-raw,2684444,foundation,"Fish, cod, Atlantic, wild caught, raw",sodium,298.8,mg,307,
cod-raw,2684444,foundation,"Fish, cod, Atlantic, wild caught, raw",vitamin-b12,1.248,ug,418,
cod-raw,2684444,foundation,"Fish, cod, Atlantic, wild caught, raw",zinc,0.3051,mg,309,
cucumber-raw,2346406,foundation,"Cucumber, with peel, raw",calcium,16.34,mg,301,
cucumber-raw,2346406,foundation,"Cucumber, with peel, raw",calories,15.9075,kcal,208;957;958,"Energy: measured 208 preferred, else Atwater General 957, else Atwater Specific 958"
cucumber-raw,2346406,foundation,"Cucumber, with peel, raw",carbohydrate,2.9525,g,205,
cucumber-raw,2346406,foundation,"Cucumber, with peel, raw",copper,62.99,ug,312,FDC mg -> module ug (x1000)
cucumber-raw,2346406,foundation,"Cucumber, with peel, raw",healthy-fat,0.1775,g,204,FDC total lipid (fat); module names it healthy-fat
cucumber-raw,2346406,foundation,"Cucumber, with peel, raw",iron,0.0,mg,303,
cucumber-raw,2346406,foundation,"Cucumber, with peel, raw",magnesium,10.11,mg,304,
cucumber-raw,2346406,foundation,"Cucumber, with peel, raw",manganese,0.08488,mg,315,
cucumber-raw,2346406,foundation,"Cucumber, with peel, raw",molybdenum,3.723,ug,316,
cucumber-raw,2346406,foundation,"Cucumber, with peel, raw",potassium,169.6,mg,306,
cucumber-raw,2346406,foundation,"Cucumber, with peel, raw",protein,0.625,g,203,
cucumber-raw,2346406,foundation,"Cucumber, with peel, raw",sodium,1.515,mg,307,
cucumber-raw,2346406,foundation,"Cucumber, with peel, raw",vitamin-b7,0.9625,ug,416,
cucumber-raw,2346406,foundation,"Cucumber, with peel, raw",vitamin-k,24.0,ug,430,phylloquinone
cucumber-raw,2346406,foundation,"Cucumber, with peel, raw",zinc,0.204,mg,309,
egg-whole-raw,748967,foundation,"Eggs, Grade A, Large, egg whole",calcium,48.0,mg,301,
egg-whole-raw,748967,foundation,"Eggs, Grade A, Large, egg whole",calories,148.0,kcal,208;957;958,"Energy: measured 208 preferred, else Atwater General 957, else Atwater Specific 958"
egg-whole-raw,748967,foundation,"Eggs, Grade A, Large, egg whole",carbohydrate,0.96,g,205,
egg-whole-raw,748967,foundation,"Eggs, Grade A, Large, egg whole",copper,0.0,ug,312,FDC mg -> module ug (x1000)
egg-whole-raw,748967,foundation,"Eggs, Grade A, Large, egg whole",healthy-fat,9.96,g,204,FDC total lipid (fat); module names it healthy-fat
egg-whole-raw,748967,foundation,"Eggs, Grade A, Large, egg whole",iodine,49.1,ug,314,
egg-whole-raw,748967,foundation,"Eggs, Grade A, Large, egg whole",iron,1.67,mg,303,
egg-whole-raw,748967,foundation,"Eggs, Grade A, Large, egg whole",magnesium,11.4,mg,304,
egg-whole-raw,748967,foundation,"Eggs, Grade A, Large, egg whole",manganese,0.0,mg,315,
egg-whole-raw,748967,foundation,"Eggs, Grade A, Large, egg whole",potassium,132.0,mg,306,
egg-whole-raw,748967,foundation,"Eggs, Grade A, Large, egg whole",protein,12.4,g,203,
egg-whole-raw,748967,foundation,"Eggs, Grade A, Large, egg whole",selenium,31.1,ug,317,
egg-whole-raw,748967,foundation,"Eggs, Grade A, Large, egg whole",sodium,129.0,mg,307,
egg-whole-raw,748967,foundation,"Eggs, Grade A, Large, egg whole",sugars-total,0.2,g,269.3,"FDC 'Sugars, Total' nbr 269.3 (id 1063) — the Foundation entry's total-sugars row; nbr 269 absent for this entry"
egg-whole-raw,748967,foundation,"Eggs, Grade A, Large, egg whole",vitamin-a,180.0,ug,320,RAE
egg-whole-raw,748967,foundation,"Eggs, Grade A, Large, egg whole",vitamin-b1,0.077,mg,404,
egg-whole-raw,748967,foundation,"Eggs, Grade A, Large, egg whole",vitamin-b12,1.02,ug,418,
egg-whole-raw,748967,foundation,"Eggs, Grade A, Large, egg whole",vitamin-b2,0.419,mg,405,
egg-whole-raw,748967,foundation,"Eggs, Grade A, Large, egg whole",vitamin-b3,0.0,mg,406,
egg-whole-raw,748967,foundation,"Eggs, Grade A, Large, egg whole",vitamin-b6,0.063,mg,415,
egg-whole-raw,748967,foundation,"Eggs, Grade A, Large, egg whole",vitamin-b9,71.0,ug,435;417,"Folate DFE preferred, else folate total"
egg-whole-raw,748967,foundation,"Eggs, Grade A, Large, egg whole",vitamin-d,2.46,ug,328,D2+D3
egg-whole-raw,748967,foundation,"Eggs, Grade A, Large, egg whole",zinc,1.24,mg,309,
flour-all-purpose,790018,foundation,"Flour, wheat, all-purpose, unenriched, unbleached",calcium,22.0,mg,301,
flour-all-purpose,790018,foundation,"Flour, wheat, all-purpose, unenriched, unbleached",calories,362.0,kcal,208;957;958,"Energy: measured 208 preferred, else Atwater General 957, else Atwater Specific 958"
flour-all-purpose,790018,foundation,"Flour, wheat, all-purpose, unenriched, unbleached",carbohydrate,74.6,g,205,
flour-all-purpose,790018,foundation,"Flour, wheat, all-purpose, unenriched, unbleached",copper,212.0,ug,312,FDC mg -> module ug (x1000)
flour-all-purpose,790018,foundation,"Flour, wheat, all-purpose, unenriched, unbleached",healthy-fat,1.7,g,204,FDC total lipid (fat); module names it healthy-fat
flour-all-purpose,790018,foundation,"Flour, wheat, all-purpose, unenriched, unbleached",iron,1.18,mg,303,
flour-all-purpose,790018,foundation,"Flour, wheat, all-purpose, unenriched, unbleached",magnesium,36.1,mg,304,
flour-all-purpose,790018,foundation,"Flour, wheat, all-purpose, unenriched, unbleached",manganese,0.819,mg,315,
flour-all-purpose,790018,foundation,"Flour, wheat, all-purpose, unenriched, unbleached",molybdenum,42.6,ug,316,
flour-all-purpose,790018,foundation,"Flour, wheat, all-purpose, unenriched, unbleached",potassium,150.0,mg,306,
flour-all-purpose,790018,foundation,"Flour, wheat, all-purpose, unenriched, unbleached",protein,12.0,g,203,
flour-all-purpose,790018,foundation,"Flour, wheat, all-purpose, unenriched, unbleached",selenium,20.1,ug,317,
flour-all-purpose,790018,foundation,"Flour, wheat, all-purpose, unenriched, unbleached",sodium,2.0,mg,307,
flour-all-purpose,790018,foundation,"Flour, wheat, all-purpose, unenriched, unbleached",vitamin-b1,0.298,mg,404,
flour-all-purpose,790018,foundation,"Flour, wheat, all-purpose, unenriched, unbleached",vitamin-b2,0.0,mg,405,
flour-all-purpose,790018,foundation,"Flour, wheat, all-purpose, unenriched, unbleached",vitamin-b3,1.59,mg,406,
flour-all-purpose,790018,foundation,"Flour, wheat, all-purpose, unenriched, unbleached",vitamin-b6,0.085,mg,415,
flour-all-purpose,790018,foundation,"Flour, wheat, all-purpose, unenriched, unbleached",vitamin-b9,23.0,ug,435;417,"Folate DFE preferred, else folate total"
flour-all-purpose,790018,foundation,"Flour, wheat, all-purpose, unenriched, unbleached",zinc,1.15,mg,309,
flour-whole-wheat,790085,foundation,"Flour, whole wheat, unenriched",calcium,38.0,mg,301,
flour-whole-wheat,790085,foundation,"Flour, whole wheat, unenriched",calories,370.0,kcal,208;957;958,"Energy: measured 208 preferred, else Atwater General 957, else Atwater Specific 958"
flour-whole-wheat,790085,foundation,"Flour, whole wheat, unenriched",carbohydrate,71.2,g,205,
flour-whole-wheat,790085,foundation,"Flour, whole wheat, unenriched",copper,452.0,ug,312,FDC mg -> module ug (x1000)
flour-whole-wheat,790085,foundation,"Flour, whole wheat, unenriched",healthy-fat,2.73,g,204,FDC total lipid (fat); module names it healthy-fat
flour-whole-wheat,790085,foundation,"Flour, whole wheat, unenriched",iron,3.86,mg,303,
flour-whole-wheat,790085,foundation,"Flour, whole wheat, unenriched",magnesium,136.0,mg,304,
flour-whole-wheat,790085,foundation,"Flour, whole wheat, unenriched",manganese,3.56,mg,315,
flour-whole-wheat,790085,foundation,"Flour, whole wheat, unenriched",molybdenum,58.5,ug,316,
flour-whole-wheat,790085,foundation,"Flour, whole wheat, unenriched",potassium,376.0,mg,306,
flour-whole-wheat,790085,foundation,"Flour, whole wheat, unenriched",protein,15.1,g,203,
flour-whole-wheat,790085,foundation,"Flour, whole wheat, unenriched",selenium,23.6,ug,317,
flour-whole-wheat,790085,foundation,"Flour, whole wheat, unenriched",sodium,3.0,mg,307,
flour-whole-wheat,790085,foundation,"Flour, whole wheat, unenriched",vitamin-b1,0.504,mg,404,
flour-whole-wheat,790085,foundation,"Flour, whole wheat, unenriched",vitamin-b2,0.128,mg,405,
flour-whole-wheat,790085,foundation,"Flour, whole wheat, unenriched",vitamin-b3,5.55,mg,406,
flour-whole-wheat,790085,foundation,"Flour, whole wheat, unenriched",vitamin-b6,0.268,mg,415,
flour-whole-wheat,790085,foundation,"Flour, whole wheat, unenriched",vitamin-b9,39.0,ug,435;417,"Folate DFE preferred, else folate total"
flour-whole-wheat,790085,foundation,"Flour, whole wheat, unenriched",zinc,3.24,mg,309,
garlic-raw,1104647,foundation,"Garlic, raw",calories,143.0,kcal,208;957;958,"Energy: measured 208 preferred, else Atwater General 957, else Atwater Specific 958"
garlic-raw,1104647,foundation,"Garlic, raw",carbohydrate,28.2,g,205,
garlic-raw,1104647,foundation,"Garlic, raw",healthy-fat,0.38,g,204,FDC total lipid (fat); module names it healthy-fat
garlic-raw,1104647,foundation,"Garlic, raw",protein,6.62,g,203,
garlic-raw,1104647,foundation,"Garlic, raw",selenium,9.8,ug,317,
garlic-raw,1104647,foundation,"Garlic, raw",vitamin-c,10.0,mg,401,
ground-beef-90-raw,2514743,foundation,"Beef, ground, 90% lean meat / 10% fat, raw",calcium,7.135,mg,301,
ground-beef-90-raw,2514743,foundation,"Beef, ground, 90% lean meat / 10% fat, raw",calories,184.8648,kcal,208;957;958,"Energy: measured 208 preferred, else Atwater General 957, else Atwater Specific 958"
ground-beef-90-raw,2514743,foundation,"Beef, ground, 90% lean meat / 10% fat, raw",carbohydrate,0.0,g,205,
ground-beef-90-raw,2514743,foundation,"Beef, ground, 90% lean meat / 10% fat, raw",copper,56.16,ug,312,FDC mg -> module ug (x1000)
ground-beef-90-raw,2514743,foundation,"Beef, ground, 90% lean meat / 10% fat, raw",healthy-fat,12.85,g,204,FDC total lipid (fat); module names it healthy-fat
ground-beef-90-raw,2514743,foundation,"Beef, ground, 90% lean meat / 10% fat, raw",iron,2.128,mg,303,
ground-beef-90-raw,2514743,foundation,"Beef, ground, 90% lean meat / 10% fat, raw",magnesium,16.49,mg,304,
ground-beef-90-raw,2514743,foundation,"Beef, ground, 90% lean meat / 10% fat, raw",manganese,0.0,mg,315,
ground-beef-90-raw,2514743,foundation,"Beef, ground, 90% lean meat / 10% fat, raw",potassium,281.4,mg,306,
ground-beef-90-raw,2514743,foundation,"Beef, ground, 90% lean meat / 10% fat, raw",protein,18.15625,g,203,
ground-beef-90-raw,2514743,foundation,"Beef, ground, 90% lean meat / 10% fat, raw",sodium,61.64,mg,307,
ground-beef-90-raw,2514743,foundation,"Beef, ground, 90% lean meat / 10% fat, raw",zinc,4.194,mg,309,
kale-raw,323505,foundation,"Kale, raw",calcium,254.0,mg,301,
kale-raw,323505,foundation,"Kale, raw",calories,35.0,kcal,208;957;958,"Energy: measured 208 preferred, else Atwater General 957, else Atwater Specific 958"
kale-raw,323505,foundation,"Kale, raw",carbohydrate,4.42,g,205,
kale-raw,323505,foundation,"Kale, raw",copper,53.0,ug,312,FDC mg -> module ug (x1000)
kale-raw,323505,foundation,"Kale, raw",healthy-fat,1.49,g,204,FDC total lipid (fat); module names it healthy-fat
kale-raw,323505,foundation,"Kale, raw",iron,1.6,mg,303,
kale-raw,323505,foundation,"Kale, raw",magnesium,32.7,mg,304,
kale-raw,323505,foundation,"Kale, raw",manganese,0.92,mg,315,
kale-raw,323505,foundation,"Kale, raw",potassium,348.0,mg,306,
kale-raw,323505,foundation,"Kale, raw",protein,2.92,g,203,
kale-raw,323505,foundation,"Kale, raw",sodium,53.0,mg,307,
kale-raw,323505,foundation,"Kale, raw",sugars-total,0.8,g,269.3,"FDC 'Sugars, Total' nbr 269.3 (id 1063) — the Foundation entry's total-sugars row; nbr 269 absent for this entry"
kale-raw,323505,foundation,"Kale, raw",vitamin-a,241.0,ug,320,RAE
kale-raw,323505,foundation,"Kale, raw",vitamin-b1,0.113,mg,404,
kale-raw,323505,foundation,"Kale, raw",vitamin-b2,0.347,mg,405,
kale-raw,323505,foundation,"Kale, raw",vitamin-b3,1.18,mg,406,
kale-raw,323505,foundation,"Kale, raw",vitamin-b5,0.37,mg,410,
kale-raw,323505,foundation,"Kale, raw",vitamin-b6,0.147,mg,415,
kale-raw,323505,foundation,"Kale, raw",vitamin-b9,62.0,ug,435;417,"Folate DFE preferred, else folate total"
kale-raw,323505,foundation,"Kale, raw",vitamin-c,93.4,mg,401,
kale-raw,323505,foundation,"Kale, raw",vitamin-e,0.66,mg,323,alpha-tocopherol
kale-raw,323505,foundation,"Kale, raw",vitamin-k,390.0,ug,430,phylloquinone
kale-raw,323505,foundation,"Kale, raw",zinc,0.39,mg,309,
lentils-dry,2644283,foundation,"Lentils, dry",calcium,61.85,mg,301,
lentils-dry,2644283,foundation,"Lentils, dry",calories,360.285,kcal,208;957;958,"Energy: measured 208 preferred, else Atwater General 957, else Atwater Specific 958"
lentils-dry,2644283,foundation,"Lentils, dry",carbohydrate,62.17125,g,205,
lentils-dry,2644283,foundation,"Lentils, dry",copper,837.6,ug,312,FDC mg -> module ug (x1000)
lentils-dry,2644283,foundation,"Lentils, dry",healthy-fat,1.925,g,204,FDC total lipid (fat); module names it healthy-fat
lentils-dry,2644283,foundation,"Lentils, dry",iron,7.158,mg,303,
lentils-dry,2644283,foundation,"Lentils, dry",magnesium,106.7,mg,304,
lentils-dry,2644283,foundation,"Lentils, dry",manganese,1.569,mg,315,
lentils-dry,2644283,foundation,"Lentils, dry",potassium,948.9,mg,306,
lentils-dry,2644283,foundation,"Lentils, dry",protein,23.56875,g,203,
lentils-dry,2644283,foundation,"Lentils, dry",sodium,0.0,mg,307,
lentils-dry,2644283,foundation,"Lentils, dry",zinc,3.863,mg,309,
lettuce-romaine-raw,2346389,foundation,"Lettuce, romaine, green, raw",calcium,27.56,mg,301,
lettuce-romaine-raw,2346389,foundation,"Lettuce, romaine, green, raw",calories,20.77105,kcal,208;957;958,"Energy: measured 208 preferred, else Atwater General 957, else Atwater Specific 958"
lettuce-romaine-raw,2346389,foundation,"Lettuce, romaine, green, raw",carbohydrate,4.055575,g,205,
lettuce-romaine-raw,2346389,foundation,"Lettuce, romaine, green, raw",copper,48.65,ug,312,FDC mg -> module ug (x1000)
lettuce-romaine-raw,2346389,foundation,"Lettuce, romaine, green, raw",healthy-fat,0.07125,g,204,FDC total lipid (fat); module names it healthy-fat
lettuce-romaine-raw,2346389,foundation,"Lettuce, romaine, green, raw",iron,0.267,mg,303,
lettuce-romaine-raw,2346389,foundation,"Lettuce, romaine, green, raw",magnesium,12.05,mg,304,
lettuce-romaine-raw,2346389,foundation,"Lettuce, romaine, green, raw",manganese,0.2271,mg,315,
lettuce-romaine-raw,2346389,foundation,"Lettuce, romaine, green, raw",potassium,260.4,mg,306,
lettuce-romaine-raw,2346389,foundation,"Lettuce, romaine, green, raw",protein,0.976875,g,203,
lettuce-romaine-raw,2346389,foundation,"Lettuce, romaine, green, raw",sodium,23.0,mg,307,
lettuce-romaine-raw,2346389,foundation,"Lettuce, romaine, green, raw",vitamin-b1,0.06288,mg,404,
lettuce-romaine-raw,2346389,foundation,"Lettuce, romaine, green, raw",vitamin-b3,0.3713,mg,406,
lettuce-romaine-raw,2346389,foundation,"Lettuce, romaine, green, raw",vitamin-b6,0.06325,mg,415,
lettuce-romaine-raw,2346389,foundation,"Lettuce, romaine, green, raw",vitamin-k,83.4,ug,430,phylloquinone
lettuce-romaine-raw,2346389,foundation,"Lettuce, romaine, green, raw",zinc,0.2516,mg,309,
milk-whole,322892,foundation,"Milk, whole, 3.25% milkfat, with added vitamin D",calcium,123.0,mg,301,
milk-whole,322892,foundation,"Milk, whole, 3.25% milkfat, with added vitamin D",calories,60.0,kcal,208;957;958,"Energy: measured 208 preferred, else Atwater General 957, else Atwater Specific 958"
milk-whole,322892,foundation,"Milk, whole, 3.25% milkfat, with added vitamin D",carbohydrate,4.67,g,205,
milk-whole,322892,foundation,"Milk, whole, 3.25% milkfat, with added vitamin D",copper,1.0,ug,312,FDC mg -> module ug (x1000)
milk-whole,322892,foundation,"Milk, whole, 3.25% milkfat, with added vitamin D",healthy-fat,3.2,g,204,FDC total lipid (fat); module names it healthy-fat
milk-whole,322892,foundation,"Milk, whole, 3.25% milkfat, with added vitamin D",iodine,37.9,ug,314,
milk-whole,322892,foundation,"Milk, whole, 3.25% milkfat, with added vitamin D",iron,0.0,mg,303,
milk-whole,322892,foundation,"Milk, whole, 3.25% milkfat, with added vitamin D",magnesium,11.9,mg,304,
milk-whole,322892,foundation,"Milk, whole, 3.25% milkfat, with added vitamin D",manganese,0.0,mg,315,
milk-whole,322892,foundation,"Milk, whole, 3.25% milkfat, with added vitamin D",omega-3,0.015,g,851+629+621+631,derived: ALA+EPA+DHA+DPA sum
milk-whole,322892,foundation,"Milk, whole, 3.25% milkfat, with added vitamin D",potassium,150.0,mg,306,
milk-whole,322892,foundation,"Milk, whole, 3.25% milkfat, with added vitamin D",protein,3.28,g,203,
milk-whole,322892,foundation,"Milk, whole, 3.25% milkfat, with added vitamin D",selenium,1.9,ug,317,
milk-whole,322892,foundation,"Milk, whole, 3.25% milkfat, with added vitamin D",sodium,38.0,mg,307,
milk-whole,322892,foundation,"Milk, whole, 3.25% milkfat, with added vitamin D",sugars-total,4.81,g,269.3,"FDC 'Sugars, Total' nbr 269.3 (id 1063) — the Foundation entry's total-sugars row; nbr 269 absent for this entry"
milk-whole,322892,foundation,"Milk, whole, 3.25% milkfat, with added vitamin D",vitamin-a,32.0,ug,320,RAE
milk-whole,322892,foundation,"Milk, whole, 3.25% milkfat, with added vitamin D",vitamin-b1,0.056,mg,404,
milk-whole,322892,foundation,"Milk, whole, 3.25% milkfat, with added vitamin D",vitamin-b12,0.54,ug,418,
milk-whole,322892,foundation,"Milk, whole, 3.25% milkfat, with added vitamin D",vitamin-b2,0.138,mg,405,
milk-whole,322892,foundation,"Milk, whole, 3.25% milkfat, with added vitamin D",vitamin-b3,0.105,mg,406,
milk-whole,322892,foundation,"Milk, whole, 3.25% milkfat, with added vitamin D",vitamin-b5,0.362,mg,410,
milk-whole,322892,foundation,"Milk, whole, 3.25% milkfat, with added vitamin D",vitamin-b6,0.061,mg,415,
